,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing excluding household energy,"Furnishings, household equipment and services",Health,Transport excluding automotive fuel,Communication,Recreation and culture,Education,Insurance and financial services,Energy
2008-12-31,8.46369534539444,5.585567289406179,1.4659228342809083,3.518710397027336,1.5097019576966408,-4.728217947464975,-6.6393673443256755,1.4444940209316526,2.1283937252366103,0.08351602008824788,-1.290494905481232,-34.97162685663452
2009-03-31,9.169948422461061,3.7900536728589396,-1.8432685869517518,2.0258212813307086,3.130471006141722,18.639016185497702,5.468552437637553,1.4392964663028085,-4.377365896558672,23.72962959916287,-22.813271190585414,-11.08242381191511
2009-06-30,-3.8202130676501134,3.437635587917409,8.745707339492803,3.861546780529501,8.98808470167014,9.171128046447885,3.142262289422759,0.878222013250407,-0.25263677148580355,0.23764718708070287,-6.581804069968555,7.384814282750951
2009-09-30,-3.1175424115237105,3.0949485754310224,1.15623020599529,8.524527212133414,2.476975920630964,-3.8265867273585052,4.568121339701414,0.19423756015546356,2.9159694454055973,0.15829043203894333,3.9064289859635393,26.203287608916593
2009-12-31,5.958210923978879,2.1425078288519472,0.8338665367550346,3.0851157005377328,-0.04977291012955298,-3.639426763789555,0.17834158359053554,-0.25841866497084975,6.272236282751531,0.23741210252423706,2.826227229655842,-3.8759552249541085
2010-03-31,4.364502065620912,5.234375459159057,-16.07295549930128,3.6301739432130997,-5.126185580479525,20.40939126748158,0.3146318239970025,-0.35542595821752565,-3.804439421327055,24.12296275725967,8.663150919514194,19.819632670767785
2010-06-30,-1.3710165736454005,25.95906912097563,0.04127753930931455,2.628101333076005,3.6820105504343337,8.95242388966051,0.5502824667049877,-0.16181881067378612,-6.956334153491062,0.07488532855604024,0.5575762844379106,4.933171688692983
2010-09-30,-1.8311389967205605,12.870092185248527,5.3447993319361675,7.438072101548454,3.2894081812207654,-2.868738795767034,2.913587351791902,-1.0005166044031455,2.6720009070237083,0.6001483538010888,1.865041483913088,0.318819415321836
2010-12-31,9.15525172370093,3.1312397533953096,-7.209879926872221,2.745879922880956,-2.4078999115250466,-4.663284002270485,-2.014376704338827,0.0324820331076392,0.7603083071085592,-0.07471747128939832,-1.7096232703320058,5.543644234993317
2011-03-31,12.063405407426053,4.31378639883544,-2.9548538796937307,3.574888546479027,-6.044787998873979,16.448048123489322,0.5893954181812155,0.6510925035249304,-2.3500442749293082,25.00056286209493,10.845609408742419,28.656183521459823
2011-06-30,5.791143305831903,2.5263813368767263,10.01475249662711,2.410876043836052,5.903643746792286,8.51226046646194,0.11282236458969308,1.7295132627208165,-2.21430778125169,0.07071510375300516,6.4039239195364805,7.568684937565973
2011-09-30,-1.0272267383819145,2.23930412468738,6.095588338059721,4.508711527609499,1.1539548245392606,-3.982329073119717,3.1665754792174816,-0.09681712953973909,3.6204814947810693,0.14144269360862882,2.6918409505722662,8.774365577093901
2011-12-31,-5.800544831275756,3.399385055211823,-2.391997823390457,1.945979842142198,0.14952336808387034,-4.974825238440539,-1.1722735722384692,4.264498472253853,3.0696162541078653,0.07067761894072877,2.6738480019947053,2.433680229431401
2012-03-31,-8.290220529643733,5.81701232835532,-6.935309572579584,1.2629895109032896,-4.165834407058455,18.978606006332676,1.9746165491764778,0.3519855804669625,-7.414942381461842,26.0189879877476,3.913550989787251,10.281635027474767
2012-06-30,2.621690611250882,4.121818837690405,6.067213052086373,1.863496230939421,6.072165920296091,6.14671046026658,4.3585242621021925,-1.0811570974092688,-5.06955455009167,0.13342226297774484,2.100278425720359,1.7903280047832704
2012-09-30,7.966166778593475,3.46438397311557,0.4881512341916805,5.4853484337130665,4.18001137840176,10.1188670945632,2.394129002214207,1.9997768586319964,3.678987182758875,0.26688892590742697,0.6928380573276494,18.379578740149217
2012-12-31,-0.6037718601643038,0.8505161577853748,3.492046243677449,1.477683603618929,-2.287149190847926,-3.435936518223348,-0.2496266289541249,5.1292582619377525,2.803568522306832,0.06662779813975117,6.1742317817311765,4.827038963843044
2013-03-31,-3.103703895521659,6.497760451466994,-14.604788850189598,4.315059509424279,-5.178915771117143,12.47053631040298,0.80750421347493,0.0,-3.325482536520552,24.95498586449063,2.3998932861278632,6.275819492435564
2013-06-30,0.38929394387001715,5.524166787376439,11.009865323677115,2.936375647932543,4.011439737433631,7.947194334349805,0.501878087499974,1.7097689277067118,-3.052044545885879,-0.5029854855678639,1.3011638637835832,-6.804050010361373
2013-09-30,0.7789641891830623,3.327503851729108,4.558389338659574,6.5069175076864605,4.12472996537856,-0.0631064112252,0.9654090723488551,0.4078905953465828,8.008958225651774,0.1262028554216199,1.7509998663004955,27.209579034429797
2013-12-31,6.405267308013274,6.595594645369673,-4.359659102910629,2.549903361145911,1.4298694641110332,-1.880530529404334,1.0519064236350184,4.680559290277908,8.39121042054125,0.06306661215209619,0.6721724007299423,-2.9865824691837295
2014-03-31,1.149806821612076,12.059991644170488,-8.286740132737048,1.5919545141324987,-5.5026991343883,10.678733101694714,-0.4887834120863799,0.8691552215966958,-1.8811356166830162,22.19044793760263,1.5145933519759236,12.367596090210009
2014-06-30,1.806070550860639,6.383980020766611,6.612204059425086,3.725856362821589,4.382503889034095,11.739451779059129,0.5439308244552743,-6.738421369865765,-1.0478297969436001,0.05997450914803082,0.16681722935014687,-6.490511114672026
2014-09-30,4.680156129123603,4.289149669020675,-3.9956566430800033,4.44851923384435,1.3306045215250029,-0.7198531040298772,4.230957240832778,-5.566345134446071,2.126238812527359,0.2400238944973765,2.1275851213138353,-10.7475697575933
2014-12-31,0.3214139635865809,6.933672308924987,0.45617053165945,2.8063958992194715,2.118283557434286,-3.50816771661433,-1.0236567815305797,-0.38189152044629804,4.160301243549114,0.11988609474367085,4.3801492777419515,-14.689312284348976
2015-03-31,0.9119501131547914,3.097910467531184,-5.387450007503758,2.1225839879017494,-1.9785839888958656,10.874809426200049,2.776444743838269,-5.252530860477867,2.596619020096691,23.020308217836384,0.492913422802288,-21.612273173635288
2015-06-30,-0.7977092404422126,4.906148356993301,5.694223449141789,3.4307083353857015,4.218572932111253,11.29173611696963,-0.9917262641392588,-2.561711476173023,-5.343986023837177,0.0,1.3168547038835854,28.134783531568598
2015-09-30,0.21396087568472666,5.074577792689228,-4.5516287995065685,4.043567316371988,3.0323116886457058,1.1005616502619109,3.855246315119798,-7.646120648166299,3.1247652698098705,0.5128559899473029,1.973624734344881,-6.260730405308301
2015-12-31,1.1804030540960797,11.223150574520279,6.600182196688964,0.6403576427407298,2.2264394057766257,-1.6579359404721883,2.188853217083242,-9.254464158531217,6.946931254919941,0.0,3.1782706733370025,-12.53548435529388
2016-03-31,-0.7965443265270267,3.4245933483021407,-9.978936235470016,0.4257926416186386,-1.566084721255523,8.21379208824331,3.1113760643802113,-6.015782745347408,-3.8328048957171457,13.281343644729994,2.7139183766432096,-19.13240929877086
2016-06-30,-0.9571853516865625,3.897836157554191,8.186707058558152,2.0464841602824357,2.613292482818297,10.836413925143361,-3.5984263932389404,-5.67852019732753,-2.4320885757136534,0.05506986859298291,1.6649524898787682,13.058380944522895
2016-09-30,7.13814987154362,4.788737491758432,1.040195132373145,2.341949702203694,4.650394708871275,-1.1542304449273177,1.67876779594478,-9.06863706731592,2.191153756878972,0.7175849245514954,3.773172922319823,0.011760680777106458
2016-12-31,2.2803194064382026,11.770504085218846,-1.8065640673899264,1.5497237050102086,-3.3010800861446143,-2.468170393116731,-1.3362112296560147,-2.770701811491527,2.379078184398886,0.0,2.6057267349632207,14.443139028006001
2017-03-31,-0.7300191107946885,4.393841348012306,-5.807593899470998,1.85310666339773,-3.928881580112764,8.32600804833794,-0.7506790862988222,-1.4381788385603111,-2.659264807002404,12.829161781375076,2.7489807819027545,18.99957084509809
2017-06-30,-0.6271211399970666,2.994054380618305,-1.0915095158851917,1.749396713010043,2.859559348754681,11.199491233548864,1.1657653064766293,-1.801755688261586,-2.14600169247674,0.0,-0.46695555523098564,-5.467682898527237
2017-09-30,-3.5712972682097943,8.904601975952108,-3.832485604042435,3.816415374386528,1.4843823685925628,-0.6895154304468187,3.7003769757629756,-5.600478532339759,4.933625883923476,0.21344709593267286,2.6272905146589087,8.675688407073068
2017-12-31,4.467389270193656,13.41411981322478,-1.1898305942846354,1.632703250659051,-3.233664313381468,-2.0613778276775796,-2.9704748814249338,-5.00579722482315,2.5145152268198245,0.21333325756232036,0.569909833145088,24.003371233460214
2018-03-31,1.7394334409011947,2.9439739149143884,-7.688212336550693,1.2243133376119486,-1.4273590606071473,8.84681976665782,4.872368428944651,-1.3415125926088733,-2.785946112812654,10.797720164878232,1.1406235983406177,8.034928291663146
2018-06-30,-1.6067052656109304,6.165623576058654,5.209054187632733,1.6239983129710867,1.2540543852536556,7.876502065365099,-2.462712818560653,-5.04989146310778,-1.458587465768535,0.20781912725036378,1.7096951115969983,12.22426167438102
2018-09-30,2.057572943282815,5.188125386372966,0.7785430403656646,1.6397993801096078,-4.608270672404902,-1.585139614774278,1.8319570300899812,-5.406907754414158,6.533015606225123,0.15575310179094526,2.0663143143856644,4.508715590247769
2018-12-31,3.642952857549786,13.17003120953759,-0.6869138484582149,1.182249090733234,2.0494637413212446,-1.3871731430745826,0.9553402242349351,-5.369914738350778,4.817831306753995,0.10377479993868288,1.178190537409396,-5.316036530754875
2019-03-31,5.585708763247688,1.2824085769234328,-5.281716432314399,0.10357784766581446,-1.628123552896299,7.838989803108953,5.3660836396612455,-2.17383190177165,-5.925632748691556,11.342079787584257,-0.6594359616374001,-18.074611631860083
2019-06-30,-1.7203899800923073,4.169476714276299,6.4896201834241385,0.03422514218271999,2.835663472964023,7.419816508728649,2.6694952349952894,-4.601589468122569,2.100435159722891,0.100997340775133,0.8174692455065413,20.592789139618972
2019-09-30,1.4916478940444788,8.257795438113845,5.801352408058991,1.2525681320117332,4.146554265830171,-0.7969079964787018,2.1303373784224533,-4.385892051428941,6.518032071961222,0.3031449134192732,0.8669548342991495,-3.493455250421673
2019-12-31,5.300321581093459,12.622029359224186,-1.098426428644994,0.8843935293061822,-0.9949582125951761,-1.1959501783221693,0.9317238324336952,-3.849324790387465,3.7536552220475583,0.20186720806634195,1.7357603868979776,7.833352588158093
2020-03-31,8.082076094186474,6.641652446055923,-3.0694157293209123,1.076073110714959,3.086342384444407,6.846624591678685,-0.5389663210836448,-0.9320639548516696,-6.690986859738912,10.631183237389985,2.755292289738498,-10.984511771428929
2020-06-30,2.138562875531136,6.308544018897577,0.3864107560412666,-1.9399578049388744,-37.99035211120842,-0.7877854316676758,-3.1577813567895796,-5.077173102932475,-4.098149443533439,-13.860643809879413,1.5641456733891168,-39.602554226263145
2020-09-30,-1.70675752998255,6.7085809575663236,2.0283111399007847,0.41685539659792603,57.63378490607798,-0.7893400004379658,3.501736906958164,-3.0211143050841938,4.622954140914848,8.686731273418658,0.09997499844571767,20.146945814771367
2020-12-31,0.9398315464102414,17.92114045499009,-4.111477373907624,0.7186836874612412,14.477675579684647,5.359809167246432,4.296530269904086,-1.3662274163254273,6.812587926398805,4.676392421362396,0.5506526006470613,-8.907979345730855
2021-03-31,1.4834707877180886,1.402959911260404,2.03953297489301,0.4130115514633381,-0.7340260306177959,8.322172560842311,3.6705606449325634,1.7654050557039058,-0.890497709956195,1.790109732131917,0.09981284313966832,19.81432058624566
2021-06-30,2.024002514005674,1.4984754062842054,1.8552981721288164,0.5787830374580638,4.403188892007037,6.232441105457287,5.577527181639463,-2.2262579050122078,-0.18839038690039445,0.14761052904608274,1.6560717006245396,19.13996631918602
2021-09-30,1.2243506090448886,-2.111002733876599,-14.303533358364085,7.589063601392754,6.537648955404185,0.23644843973171792,5.995456576467206,-2.3209041802575214,3.583661997710741,0.24601747407155816,2.1025564201998748,17.16926979863174
2021-12-31,2.600931710728127,3.630495085608376,10.592689351355201,8.648485002915308,4.146893237749749,-1.315617002959446,5.261567102510445,0.6323424477767903,5.825364281139644,0.04913702996829361,4.879923563783883,15.794836866600948
2022-03-31,11.525919963081588,4.359449062098486,-2.611020726265767,11.617540564039498,4.425215304178742,9.411308129590768,5.941277665605882,1.1385684718467237,2.887901134943771,19.33961237637036,2.3147475235717474,29.414171036808277
2022-06-30,8.480786755136172,3.109152429010531,15.200688481968495,12.216450468961204,10.07163365270538,1.7250024917470075,6.1260620560047885,0.20952274001186932,5.891116912167504,0.04700628627962722,4.09091697135191,8.54110673274564
2022-09-30,13.681680813393204,4.980255297309233,-0.7956825900370834,11.602955549320427,12.144019882166756,0.8792681549303571,5.084079549922582,5.770545993145659,5.195230069090551,0.0,5.643152032998211,0.5378688722971425
2022-12-31,3.4781341236037155,4.869446633521779,10.535470267510894,5.36665376715455,7.146600025896577,3.402365925088602,5.996061890972304,-1.7219769812612862,23.571318514033777,0.32935336482251554,8.4073266731723,16.73882353289704
2023-03-31,6.474028044713376,4.859859382999399,-9.987350680923267,5.003542149417717,-1.9929214185196775,16.240131802797507,5.52632074228343,0.6231481387849236,1.145451548442411,23.2471549229164,7.791287851769413,10.361404198312641
2023-06-30,6.690428497490308,4.12586292746473,2.295093100875345,5.258813639667581,8.626598213663694,-0.438836420045452,0.46532166446999756,-1.8900340606776478,-1.048923647125477,-0.9767936598389149,12.592742317490103,-4.34022072921948
2023-09-30,2.6381240764719927,5.857894695570809,1.7290969698962044,8.067320341568207,-3.1885816521325716,3.1611083930678685,6.493620007357936,8.800263718146773,0.5077742891851367,-1.3334628492136624,5.326764485090685,23.252255595746863
2023-12-31,2.144465907100934,11.793184869534755,2.357049252472043,4.371343594087196,-3.9265861698254634,2.2898995404336597,-0.24844073254182142,1.350295456105366,1.5271756924926327,-0.31339166693021836,6.992932643332561,0.6722705392376405
2024-03-31,3.689809807137223,3.502926153421382,-4.565542048722893,4.690388977566817,-0.36921144136073947,11.775305250615741,4.920607534888299,-1.131301755117975,-0.2938242414284642,25.606730327283422,8.142943329132146,-5.126634847474055
2024-06-30,4.780892915274171,5.92900300856265,12.875460987874332,4.910613389981666,3.4567556738175576,5.999764234990557,1.9717079489866451,-2.937572510888531,1.8205407398548923,0.7648961240084517,5.108747198332053,5.555289262730878
2024-09-30,2.679638106306337,5.571440356760293,-2.8596907629770185,5.76335919616191,3.510794879959289,-0.498441397722138,-0.7405685021250497,2.190567173426672,5.467089642776757,1.4884652026191603,4.914869393483423,-28.846819068355302
2024-12-31,0.6605406394937896,9.647860155257426,0.6578248981592649,0.9217053959509336,-0.6049284462926963,-0.7893195057536717,-0.4240721633258171,2.095783347799185,6.385169142052871,-0.08424599364184049,3.245679678239899,-15.378339139204922
2025-03-31,4.94045384748969,5.020311951756828,-3.3554383835957657,1.3550386484459942,-3.475668712556357,12.030342977650132,2.1984533719912935,-1.1711721905593109,-6.234699804079913,22.404220024938294,2.220766694580356,25.520161761256933
2025-06-30,3.957064122054721,2.540613833837102,11.087860794232963,2.8831500496496743,4.3999713924440575,6.015258009784685,2.1385566185688543,0.8570942295466288,1.6218414510579038,-0.12015017417575935,1.9613268535166206,0.5928044735586058
2025-09-30,2.8870204762882823,6.680172090620218,2.108178116314585,6.861234033191521,3.893987598393478,0.0,3.3513776710775156,5.678836158330336,7.705969263962142,0.5623040672380064,3.1033943273987896,20.624081903632895
2025-12-31,1.5669432053140309,3.6805990274328293,-0.5191941511156095,5.165635897158083,0.3606668685133707,-1.9058417619529977,1.835551931758883,0.20035055080740438,10.797487714438203,0.40084126555615107,2.3438084272611404,-7.908335034114167
2026-03-31,4.161695030764956,5.299580308861729,9.496172913911959,4.97935001535077,-1.1545039567461446,9.223942247962459,2.868002919886603,0.12011409487253655,-5.136775505873247,12.545638099184696,4.1248418308494905,43.14046295543974
2026-06-30,4.078256912150713,2.1884293197501403,4.419229636204158,4.540474849157716,0.5223232329339966,8.932304179227767,-0.4307647066203679,2.5852030242165425,-1.783988146811022,6.113624749624624,3.7175609852605707,-5.269056096734969
